Jap	Eng	type	id
死神のドクロイゾ	Dokuroizo the Grim Reaper	NORMAL MONSTER	25882881
カラクリ大権現 無零武	"Karakuri Super Shogun mdl 00N ""Bureibu"""	EFFECT SYNCHRO MONSTER	25904894
エーリアン・スカル	Alien Skull	EFFECT MONSTER	25920413
剣闘獣ダリウス	Gladiator Beast Darius	EFFECT MONSTER	25924653
闇竜星－ジョクト	Jiaotu, Darkness of the Yang Zing	EFFECT TUNER MONSTER	25935625
雷魔神－サンガ	Sanga of the Thunder	EFFECT MONSTER	25955164
閃刀術式－ジャミングウェーブ	Sky Striker Maneuver - Jamming Waves!	SPELL	25955749
エンシェント・ホーリー・ワイバーン	Ancient Sacred Wyvern	EFFECT SYNCHRO MONSTER	25958491
夢現の夢魔鏡	Dream Mirror Hypnagogia	TRAP	25964547
ドラグニティ－パルチザン	Dragunity Partisan	EFFECT TUNER MONSTER	25988873
マドルチェ・マーマメイド	Madolche Marmalmaide	EFFECT MONSTER	26016357
衰弱の霧	Enervating Mist	TRAP CONTINUOUS	26022485
インフェルノイド・ベルゼブル	Infernoid Antra	EFFECT SPSUMMON MONSTER	26034577
悪シノビ	Vengeful Shinobi	EFFECT MONSTER	26046205
星因士 ベテルギウス	Satellarknight Betelgeuse	EFFECT MONSTER	26057276
閃刀姫－レイ	Sky Striker Ace - Raye	EFFECT MONSTER	26077387
ガガガマジシャン	Gagaga Magician	EFFECT MONSTER	26082117
侵略の炎	Invasion of Flames	EFFECT MONSTER	26082229
墓守の監視者	Gravekeeper's Watcher	EFFECT MONSTER	26084285
超弩級砲塔列車ジャガーノート・リーベ	Superdreadnought Rail Cannon Juggernaut Liebe	EFFECT XYZ MONSTER	26096328
下降潮流	Falling Current	SPELL	26099457
レッドローズ・ドラゴン	Red Rose Dragon	EFFECT TUNER MONSTER	26118970
スペシャル・デュアル・サモン	Super Double Summon	QUICKPLAY SPELL	26120084
C・シューター	Iron Chain Blaster	EFFECT MONSTER	26157485
代打バッター	Pinch Hopper	EFFECT MONSTER	26185991
ネクロイド・シンクロ	Necroid Synchro	SPELL	26194151
クリッター	Sangan	EFFECT MONSTER	26202165
炎帝テスタロス	Thestalos the Firestorm Monarch	EFFECT MONSTER	26205777
甲虫装機 エクサスタッグ	Inzektor Exa-Stag	EFFECT XYZ MONSTER	26211048
隠れ里－忍法修練の地	Hidden Village of Ninjitsu Arts	SPELL FIELD	26232916
破械童子アルハ	Unchained Twins - Aruha	EFFECT MONSTER	26236560
デュアル・ランサー	Gemini Lancer	EFFECT GEMINI MONSTER	26254876
苦痛の回廊	Corridor of Agony	SPELL CONTINUOUS	26257572
聖珖神竜 スターダスト・シフル	Stardust Sifr Divine Dragon	EFFECT SYNCHRO MONSTER	26268488
EMシルバー・クロウ	Performapal Silver Claw	EFFECT PENDULUM MONSTER	26270847
剛鬼フェイスターン	Gouki Face Turn	SPELL	26285557
招来の対価	Trial and Tribulation	SPELL	26285788
バーニング・スカルヘッド	Burning Skull Head	EFFECT MONSTER	26293219
未界域のワーウルフ	Danger! Dogman!	EFFECT MONSTER	26302107
スフィア・ボム 球体時限爆弾	Blast Sphere	EFFECT MONSTER	26302522
エンシェント・ゴッド・フレムベル	Ancient Flamvell Deity	EFFECT SYNCHRO MONSTER	26304459
捕食植物プテロペンテス	Predaplant Pterapenthes	EFFECT MONSTER	26308721
業神－不知火	Shiranui Swordsaga	EFFECT SYNCHRO MONSTER	26326541
不知火トークン	Shiranui Token	TOKEN NORMAL MONSTER	26326542
セイクリッド・オメガ	Constellar Omega	EFFECT XYZ MONSTER	26329679
先史遺産－ピラミッド・アイ・タブレット	Chronomaly Pyramid Eye Tablet	SPELL CONTINUOUS	26345570
ものマネ幻想師	Copycat	EFFECT MONSTER	26376390
ルード・カイザー	Rude Kaiser	NORMAL MONSTER	26378150
紅蓮地帯を飛ぶ鷹	Soaring Eagle Above the Searing Land	EFFECT TUNER MONSTER	26381750
瀑征竜－タイダル	Tidal, Dragon Ruler of Waterfalls	EFFECT MONSTER	26400609
ハンマーシュート	Hammer Shot	SPELL	26412047
SRパッシングライダー	Speedroid Passinglider	EFFECT PENDULUM MONSTER	26420373
プロト・サイバー・ドラゴン	Proto-Cyber Dragon	EFFECT MONSTER	26439287
B・F－決戦のビッグ・バリスタ	Battlewasp - Ballista the Armageddon	EFFECT SYNCHRO MONSTER	26443791
希望郷－オノマトピア－	Onomatopia	SPELL FIELD	26493435
ヴァンパイア・レディ	Vampire Lady	EFFECT MONSTER	26495087
アース・グラビティ	Terra Firma Gravity	TRAP	26509612
裏風の精霊	Spirit of the Fall Wind	EFFECT MONSTER	26517393
セキュリティー・ボール	Security Orb	TRAP	26533075
No.84 ペイン・ゲイナー	Number 84: Pain Gainer	EFFECT XYZ MONSTER	26556950
ドロー・ディスチャージ	Draw Discharge	TRAP	26557451
弦魔人ムズムズリズム	Muzurhythm the String Djinn	EFFECT XYZ MONSTER	26563200
デビルスコーピオン	Fiend Scorpion	NORMAL MONSTER	26566878
マドルチェ・ピョコレート	Madolche Chickolates	EFFECT MONSTER	26570480
王宮の牢獄	Royal Prison	TRAP CONTINUOUS	26586849
A・O・J カタストル	Ally of Justice Catastor	EFFECT SYNCHRO MONSTER	26593852
メトロンノーム	Metrognome	EFFECT PENDULUM MONSTER	26638543
蜘蛛の領域	Spiders' Lair	SPELL CONTINUOUS	26640671
ヒーロー・ヘイロー	Hero Ring	TRAP	26647858
マグナヴァレット・ドラゴン	Magnarokket Dragon	EFFECT MONSTER	26655293
静寂の聖者	Sage of Silence	EFFECT MONSTER	26669055
ブリューナクの影霊衣	Nekroz of Brionac	EFFECT RITUAL MONSTER	26674724
幻影騎士団ラスティ・バルディッシュ	The Phantom Knights of Rusty Bardiche	EFFECT LINK MONSTER	26692769
カードエクスクルーダー	Card Ejector	EFFECT MONSTER	26701483
魔轟神獣コカトル	The Fabled Kokkator	EFFECT MONSTER	26704411
エクシーズ・リボーン	Xyz Reborn	TRAP	26708437
インヴェルズの門番	Steelswarm Gatekeeper	EFFECT MONSTER	26722601
悪魔払い	Exile of the Wicked	SPELL	26725158
魔導教士 システィ	Justice of Prophecy	EFFECT MONSTER	26732909
才呼粉身	Psychic Fervor	QUICKPLAY SPELL	26773909
BF－熱風のギブリ	Blackwing - Ghibli the Searing Wind	EFFECT MONSTER	26775203
イカサマ御法度	Fraud Freeze	TRAP CONTINUOUS	26781870
帝王の凍志	The Monarchs Awaken	TRAP	26822796
ディザーム	Disarm	TRAP COUNTER	26834022
D－フュージョン	D-Fusion	TRAP	26841274
ジャスティス・ブリンガー	Justice Bringer	EFFECT MONSTER	26842483
オルフェゴール・プライム	Orcustrated Return	SPELL	26845680
共振装置	Resonance Device	SPELL	26864586
トリアス・ヒエラルキア	Trias Hierarchia	EFFECT MONSTER	26866984
H・C ウォー・ハンマー	Heroic Challenger - War Hammer	EFFECT MONSTER	26885836
転生炎獣ガゼル	Salamangreat Gazelle	EFFECT MONSTER	26889158
融合賢者	Fusion Sage	SPELL	26902560
メタル・リフレクト・スライム	Metal Reflect Slime	TRAP CONTINUOUS	26905245
幻夢境	Dreamland	SPELL FIELD	26920296
フォーメーション・ユニオン	Formation Union	TRAP	26931058
ジャベリンビートル	Javelin Beetle	RITUAL MONSTER	26932788
幻獣機ヤクルスラーン	Mecha Phantom Beast Jaculuslan	EFFECT SYNCHRO MONSTER	26949946
化石岩の解放	Release from Stone	TRAP CONTINUOUS	26956670
D－HERO ダークエンジェル	Destiny HERO - Dark Angel	EFFECT MONSTER	26964762
FNo.0 未来龍皇ホープ	Number F0: Utopic Future Dragon	EFFECT XYZ MONSTER	26973555
海皇の長槍兵	Atlantean Pikeman	NORMAL MONSTER	26976414
X－セイバー ウルズ	X-Saber Uruz	EFFECT MONSTER	26993374
農園からの配送	Farm Delivery	TRAP	27001740
ジェムレシス	Gem-Armadillo	EFFECT MONSTER	27004302
海晶乙女瀑布	Marincess Cascade	TRAP	27012990
極星霊アルヴィース	Alviss of the Nordic Alfar	EFFECT MONSTER	27024795
仕込みマシンガン	Secret Barrel	TRAP	27053506
ファイヤー・ウイング・ペガサス	Firewing Pegasus	NORMAL MONSTER	27054370
運命の扉	The Door of Destiny	TRAP CONTINUOUS	27062594
オーバーレイ・リジェネレート	Overlay Regen	SPELL	27068117
手招きする墓場	Graveyard and the Hand of Invitation	NORMAL MONSTER	27094595
邪神官チラム・サバク	Wicked Acolyte Chilam Sabak	EFFECT MONSTER	27103517
時械巫女	Time Maiden	EFFECT MONSTER	27107590
千眼の邪教神	Thousand-Eyes Idol	NORMAL MONSTER	27125110
ジェムナイト・サフィア	Gem-Knight Sapphire	NORMAL MONSTER	27126980
ファイヤーソーサラー	Fire Sorcerer	EFFECT FLIP MONSTER	27132350
マスター・オブ・OZ	Master of Oz	FUSION MONSTER	27134689
ダイナソーイング	Dino-Sewing	EFFECT MONSTER	27143874
異次元からの帰還	Return from the Different Dimension	TRAP	27174286
六武衆の理	Cunning of the Six Samurai	QUICKPLAY SPELL	27178262
斬機シグマ	Mathmech Sigma	EFFECT TUNER MONSTER	27182739
ぴよコッコ	Cheepcheepcheep	EFFECT FLIP MONSTER	27189308
バースト・リターン	Burst Return	SPELL	27191436
星屑の残光	Stardust Flash	TRAP	27196937
九尾の狐	Nine-Tailed Fox	EFFECT MONSTER	27198001
狐トークン	Fox Token	TOKEN NORMAL MONSTER	27198002
原始生命態ニビル	Nibiru, the Primal Being	EFFECT MONSTER	27204311
原始生命態トークン	Primal Being Token	TOKEN NORMAL MONSTER	27204312
侵略の手段	Infestation Tool	TRAP	27207573
ONiサンダー	Brohunder	EFFECT MONSTER	27217742
キキナガシ風鳥	Kikinagashi Fucho	EFFECT XYZ MONSTER	27240101
禁じられた聖槍	Forbidden Lance	QUICKPLAY SPELL	27243130
アポクリフォート・キラー	Apoqliphort Towers	EFFECT MONSTER	27279764
もけもけ	Mokey Mokey	NORMAL MONSTER	27288416
ミスト・ウォーム	Mist Wurm	EFFECT SYNCHRO MONSTER	27315304
エレキッズ	Wattkid	NORMAL MONSTER	27324313
荘厳なる機械天使	Magnificent Machine Angel	QUICKPLAY SPELL	27331568
聖刻龍王－アトゥムス	Hieratic Dragon King of Atum	EFFECT XYZ MONSTER	27337596
DNA定期健診	DNA Checkup	TRAP	27340877
剣闘獣ヘラクレイノス	Gladiator Beast Heraklinos	EFFECT FUSION MONSTER	27346636
チョバムアーマー・ドラゴン	Chobham Armor Dragon	EFFECT MONSTER	27352108
魔導獣 キングジャッカル	Mythical Beast Jackal King	EFFECT PENDULUM MONSTER	27354732
宣告者の預言	Dawn of the Herald	RITUAL SPELL	27383110
ライトレイ グレファー	Lightray Grepher	EFFECT MONSTER	27407330
黄金のホムンクルス	Golden Homunculus	EFFECT MONSTER	27408609
雙王の械	Abomination's Prison	SPELL	27412542
水征竜－ストリーム	Stream, Dragon Ruler of Droplets	EFFECT MONSTER	27415516
柴戦士タロ	Shiba-Warrior Taro	EFFECT TUNER MONSTER	27416701
混沌の召喚神	Chaos Summoning Beast	EFFECT MONSTER	27439792
クラスター・ペンデュラム	Cosmic Compass	EFFECT MONSTER	27450400
ペンデュラム・トークン	Compass Token	TOKEN NORMAL MONSTER	27450401
ゴーストリックの魔女	Ghostrick Witch	EFFECT MONSTER	27491571
王者の調和	King's Synchro	TRAP	27503418
氷結界の御庭番	Secret Guards of the Ice Barrier	EFFECT MONSTER	27527047
侵略の汎発感染	Infestation Pandemic	QUICKPLAY SPELL	27541267
オルターガイスト・プロトコル	Altergeist Protocol	TRAP CONTINUOUS	27541563
ヴァレルロード・S・ドラゴン	Borreload Savage Dragon	EFFECT SYNCHRO MONSTER	27548199
永遠の淑女 ベアトリーチェ	Beatrice, Lady of the Eternal	EFFECT XYZ MONSTER	27552504
雨の天気模様	The Weather Rainy Canvas	SPELL CONTINUOUS	27561302
Sin World	Malefic World	SPELL FIELD	27564031
B・F－霊弓のアズサ	Battlewasp - Azusa the Ghost Bow	EFFECT SYNCHRO TUNER MONSTER	27565379
融合禁止エリア	Non-Fusion Area	TRAP CONTINUOUS	27581098
薄幸の乙女	The Unhappy Girl	EFFECT MONSTER	27618634
虚空の騎士	Altitude Knight	EFFECT MONSTER	27632240
SPYRAL MISSION－強襲	SPYRAL MISSION - Assault	SPELL CONTINUOUS	27642961
スクリーチ	Skreech	EFFECT MONSTER	27655513
SR三つ目のダイス	Speedroid Tri-Eyed Dice	EFFECT TUNER MONSTER	27660735
リンク・リスタート	Link Restart	TRAP COUNTER	27664101
雷ウナギ	Lightning Conger	NORMAL MONSTER	27671321
星遺物の交心	World Legacy's Mind Meld	TRAP	27705190
絶体絶命	Absolute End	TRAP	27744077
横綱犬	Yokotuner	EFFECT TUNER MONSTER	27750191
超重武者装留マカルガエシ	Superheavy Samurai Soulbeads	EFFECT MONSTER	27756115
ナチュル・ビートル	Naturia Beetle	EFFECT MONSTER	27762803
テュアラティン	Tualatin	EFFECT MONSTER	27769400
超再生能力	Super Rejuvenation	QUICKPLAY SPELL	27770341
V・HERO ヴァイオン	Vision HERO Vyon	EFFECT MONSTER	27780618
六武衆－イロウ	The Six Samurai - Irou	EFFECT MONSTER	27782503
極天気ランブラ	The Weather Painter Aurora	EFFECT MONSTER	27784944
影霊衣の大魔道士	Great Sorcerer of the Nekroz	EFFECT MONSTER	27796375
天空の虹彩	Sky Iris	SPELL FIELD	27813661
六武衆の荒行	Asceticism of the Six Samurai	QUICKPLAY SPELL	27821104
魔霧雨	Makiu, the Magical Mist	SPELL	27827272
A・ジェネクス・クラッシャー	Genex Ally Crusher	EFFECT MONSTER	27827903
融合	Polymerization	SPELL	27847700
ロケット・パイルダー	Rocket Pilder	EQUIP SPELL	27863269
プリーステス・オーム	Shadowpriestess of Ohm	EFFECT MONSTER	27869883
チェイス・スカッド	Pursuit Chaser	EFFECT MONSTER	27870033
DDD怒濤壊薙王カエサル・ラグナロク	D/D/D Wave Oblivion King Caesar Ragnarok	EFFECT FUSION MONSTER	27873305
スニッフィング・ドラゴン	Sniffer Dragon	EFFECT MONSTER	27877771
フォーチュンレディ・コーリング	Fortune Lady Calling	SPELL	27895597
寄生虫パラサイド	Parasite Paracide	EFFECT FLIP MONSTER	27911549
寄生虫パラサイド	Parasite Paracide	EFFECT FLIP MONSTER	27911550
星遺物－『星冠』	"World Legacy - ""World Crown"""	EFFECT MONSTER	27918365
修験の妖社	Yosen Training Grounds	SPELL CONTINUOUS	27918963
ハーピィ・レディ2	Harpie Lady 2	EFFECT MONSTER	27927359
ガスタの賢者 ウィンダール	Windaar, Sage of Gusto	EFFECT MONSTER	27944249
フュージョン・ウェポン	Fusion Weapon	EQUIP SPELL	27967615
六武の門	Gateway of the Six	SPELL CONTINUOUS	27970830
腐乱犬	Zombowwow	EFFECT MONSTER	27971137
超重武者カゲボウ－C	Superheavy Samurai Flutist	EFFECT MONSTER	27978707
武装鍛錬	Gearbreed	SPELL CONTINUOUS	27979109
ガルドスの羽根ペン	Quill Pen of Gulldos	SPELL	27980138
Dr.フランゲ	Dr. Frankenderp	EFFECT MONSTER	27995943
ガジェット・トレーラー	Gadget Hauler	EFFECT MONSTER	28002611
ジャジメント・ザ・ハンド	The Judgement Hand	NORMAL MONSTER	28003512
メタルフォーゼ・オリハルク	Metalfoes Orichalc	EFFECT FUSION MONSTER	28016193
百獣のパラディオン	Crusadia Leonis	EFFECT MONSTER	28031913
デストーイ・リニッチ	Frightfur Reborn	SPELL	28039390
サイバー・エッグ・エンジェル	Cyber Egg Angel	EFFECT MONSTER	28053106
ドラゴノイド・ジェネレーター	Dragonoid Generator	SPELL CONTINUOUS	28053763
ドラゴノイドトークン	Dragonoid Token	TOKEN NORMAL MONSTER	28053764
竹頭木屑	Bamboo Scrap	TRAP	28062325
プラントークン	Plant Token	TOKEN NORMAL MONSTER	28062326
ガスタ・サンボルト	Gusto Thunbolt	EFFECT MONSTER	28066831
ダグラの剣	Cestus of Dagla	EQUIP SPELL	28106077
トゥーン・リボルバー・ドラゴン	Toon Barrel Dragon	EFFECT TOON MONSTER	28112535
子狸たんたん	Baby Raccoon Tantan	EFFECT FLIP MONSTER	28118128
断層地帯	Canyon	SPELL FIELD	28120197
大成仏	Really Eternal Rest	TRAP	28121403
D・キャメラン	Morphtronic Cameran	EFFECT MONSTER	28124263
レッカーパンダ	Wrecker Panda	EFFECT MONSTER	28139785
霞の谷の大怪鳥	Roc from the Valley of Haze	EFFECT MONSTER	28143906
フォトン・バタフライ・アサシン	Photon Papilloperative	EFFECT XYZ MONSTER	28150174
SRドミノバタフライ	Speedroid Dominobutterfly	EFFECT TUNER PENDULUM MONSTER	28151978
海晶乙女マンダリン	Marincess Mandarin	EFFECT MONSTER	28174796
ドラグニティ－ドゥクス	Dragunity Dux	EFFECT MONSTER	28183605
BF－白夜のグラディウス	Blackwing - Gladius the Midnight Sun	EFFECT MONSTER	28190303
H・C クラスプ・ナイフ	Heroic Challenger - Clasp Sword	EFFECT MONSTER	28194325
カズーラの蟲惑魔	Traptrix Nepenthes	EFFECT MONSTER	28201945
霊子もつれ	Spiritual Entanglement	SPELL	28234578
真紅眼の不屍竜	Red-Eyes Zombie Necro Dragon	EFFECT SYNCHRO MONSTER	28240337
渇きの風	Dried Winds	TRAP CONTINUOUS	28265983
カース・オブ・ドラゴン	Curse of Dragon	NORMAL MONSTER	28279543
D・ゲイザー	Morphtronic Monitron	TRAP CONTINUOUS	28284902
妖精王 アルヴェルド	Fairy King Albverdich	EFFECT XYZ MONSTER	28290705
ネクロフェイス	Necroface	EFFECT MONSTER	28297833
水物語－ウラシマ	Aqua Story - Urashima	TRAP	28325165
フレムベル・パウン	Flamvell Poun	EFFECT MONSTER	28332833
ブリザード・プリンセス	Blizzard Princess	EFFECT MONSTER	28348537
白虎の召喚士	White Tiger Summoner	EFFECT MONSTER	28348939
D－HERO ダブルガイ	Destiny HERO - Double Dude	EFFECT MONSTER	28355718
ダブルガイ・トークン	Double Dude Token	TOKEN NORMAL MONSTER	28355719
派手ハネ	Hade-Hane	EFFECT FLIP MONSTER	28357177
紅蓮の女守護兵	Crimson Sentry	EFFECT MONSTER	28358902
ファイヤーオパールヘッド	Fire Opal Head	NORMAL PENDULUM MONSTER	28363749
サブテラーマリスの潜伏	Subterror Behemoth Burrowing	TRAP	28369508
ダメージ・コンデンサー	Damage Condenser	TRAP	28378427
スクラップ・ファクトリー	Scrap Factory	SPELL FIELD	28388296
B・F－毒針のニードル	Battlewasp - Sting the Poison	EFFECT TUNER MONSTER	28388927
No.97 龍影神ドラッグラビオン	Number 97: Draglubion	EFFECT XYZ MONSTER	28400508
戦慄の凶皇－ジェネシス・デーモン	Archfiend Emperor, the First Lord of Horror	EFFECT MONSTER	28423537
スモーク・モスキート	Smoke Mosquito	EFFECT MONSTER	28427869
リチュアに伝わりし禁断の秘術	Forbidden Arts of the Gishki	RITUAL SPELL	28429121
異次元からの侵略者	Invader from Another Dimension	NORMAL MONSTER	28450915
ワーム・オペラ	Worm Opera	EFFECT FLIP MONSTER	28465301
ブレードフライ	Bladefly	EFFECT MONSTER	28470714
補充部隊	Backup Squad	SPELL CONTINUOUS	28486799
終焉の指名者	Armageddon Designator	TRAP	28493337
ワーム・コール	Worm Call	SPELL CONTINUOUS	28506708
超栄養太陽	Super Solar Nutrient	SPELL CONTINUOUS	28529976
転生炎獣の炎虞	Salamangreat Burning Shell	QUICKPLAY SPELL	28534130
幻想師・ノー・フェイス	Illusionist Faceless Mage	NORMAL MONSTER	28546905
ディメンション・マジック	Magical Dimension	QUICKPLAY SPELL	28553439
竜殺者	Dragon Seeker	EFFECT MONSTER	28563545
黄龍の召喚士	Golden Dragon Summoner	EFFECT MONSTER	28565527
ラストバトル！	Last Turn	TRAP	28566710
