id	Jap_FullWidth	AutoSet
23379054	劫火の舟守 ゴースト・カロン	" ,race,==,DRAGON
 ,type,include,FUSION
 ,race,==,DRAGON__And,type,include,SYNCHRO"
23401839	センジュ・ゴッド	
23401840	センジュ・ゴッド	
23408872	サシカエル	 ,cat_Jap,include,ガエル
23421244	リボーン・ゾンビ	
23424603	荒野	
23431858	天威龍－ヴィシュダ	
23434538	増殖するＧ	
23440062	ウィキッド・リボーン	 ,type,include,SYNCHRO
23440231	インフェルノイド・リリス	" ,cat_Jap,include,インフェルノイド__And,type,include,MONSTER
 ,(,1,.__ ,cat_Jap,not include,煉獄__.,),1,.__And,(,2,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),2,."
23442438	シンクロ・チェイス	 ,type,include,SYNCHRO
23454876	ＣＸ ダーク・フェアリー・チア・ガール	
23459650	ネフティスの輪廻	
23469398	マシンナーズ・エアレイダー	" ,type,include,MONSTER__And,cat_Jap,include,マシンナーズ
 ,race,==,MACHINE
 ,cat_Jap,include,マシンナーズ__And,level,<,tc:GetLevel(__And,id,!=,tc:GetCode("
23471572	ソロモンの律法書	
23516703	サモンリミッター	
23535429	牙城のガーディアン	
23536866	ゲイザー・シャーク	" ,attribute,==,WATER
 ,attribute,==,WATER"
23545031	水精鱗－サラキアビス	" ,cat_Jap,include,水精鱗__And,type,include,MONSTER
 ,attribute,==,WATER
 ,attribute,==,WATER"
23557835	次元融合	
23558733	フェニキシアン・クラスター・アマリリス	 ,race,==,PLANT
23562407	聖剣カリバーン	 ,cat_Jap,include,聖騎士__And,race,==,WARRIOR
23571046	ボルト・ヘッジホッグ	
23581825	ＲＵＭ－ソウル・シェイブ・フォース	
23587624	青天の霹靂	 ,type,not include,MONSTER
23603403	ＲＲ－サテライト・キャノン・ファルコン	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,cat_Jap,include,RR__And,type,include,MONSTER"
23615409	虫除けバリアー	
23619206	死神鳥シムルグ	 ,cat_Jap,include,シムルグ
23626223	苦紋様の土像	
23635815	ジェリービーンズマン	
23639291	アグレッシブ・クラウディアン	
23649496	Ｎｏ.１８ 紋章祖プレイン・コート	 ,cat_Jap,include,紋章獣__And,type,include,MONSTER
23656668	グラビティ・コントローラー	 ,type,not include,LINK
23659124	海の竜王	
23672629	ヴァリアント・シャーク・ランサー	 ,type,include,XYZ__And,attribute,==,WATER
23681456	マドルチェ・ハッピーフェスタ	 ,cat_Jap,include,マドルチェ
23689428	無限起動ゴライアス	" ,cat_Jap,include,無限起動__And,type,not include,LINK,lc,sumtype,tp
 ,type,include,XYZ"
23689697	凍氷帝メビウス	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
23693634	ギガンテック・ファイター	 ,race,==,WARRIOR
23701465	原初の種	
23720856	ズバババンチョー－ＧＣ	" ,(,1,.__ ,cat_Jap,include,ガガガ__Or,cat_Jap,include,ズババ__.,),1,.
 ,(,1,.__ ,cat_Jap,include,ドドド__Or,cat_Jap,include,ゴゴゴ__.,),1,."
23732205	デリンジャラス・ドラゴン	" ,race,==,DRAGON,scard,sumtype,tp__And,attribute,==,DARK,scard,sumtype,tp
 ,cat_Jap,include,ヴァレット"
23740893	妖仙獣 木魅	
23756165	魅惑の女王 ＬＶ５	
23770284	ストロング・ウィンド・ドラゴン	
23771716	レインボー・フィッシュ	
23776077	陽炎獣 バジリコック	 ,type,include,MONSTER
23782705	マシンナーズ・スナイパー	
23784496	魔界台本「オープニング・セレモニー」	 ,type,include,PENDULUM__And,cat_Jap,include,魔界劇団
23790299	オルターガイスト・メモリーガント	 ,type,include,MONSTER
23792058	ＳＲヘキサソーサー	" ,attribute,==,WIND__And,type,include,SYNCHRO
 ,type,include,PENDULUM__And,cat_Jap,include,SR"
23842445	ニトロユニット	
23846921	アルカナフォースＸＸＩ－ＴＨＥ ＷＯＲＬＤ	
23850421	ジャック・ワイバーン	 ,attribute,==,DARK
23851033	オッドアイズ・グラビティ・ドラゴン	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
23857661	武神器－オキツ	 ,cat_Jap,include,武神__And,type,include,MONSTER
23869735	化石発掘	 ,race,==,DINOSAUR
23874409	カラクリ将軍 無零	 ,cat_Jap,include,カラクリ
23893227	サイバー・ドラゴン・コア	" ,(,1,.__ ,cat_Jap,include,サイバー__Or,cat_Jap,include,サイバネティック__.,),1,.__And,(,2,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),2,.
 ,cat_Jap,include,サイバー・ドラゴン"
23898021	悪魔嬢リリス	
23899727	水精鱗－アビスリンデ	 ,cat_Jap,include,水精鱗
23912837	影光の聖選士	" ,cat_Jap,include,シャドール
 ,cat_Jap,include,シャドール"
23915499	バグマンＹ	
23924608	砂塵の大嵐	
23927545	ジュラック・プロトプス	
23927567	幸運を告げるフクロウ	
23935886	天威の龍拳聖	
23950192	氷結界の術者	
23965037	ドリアードの祈り	
23971061	ダブルバイト・ドラゴン	
23979249	武神－アラスダ	" ,cat_Jap,include,武神
 ,cat_Jap,include,武神"
23995346	青眼の究極竜	
23995347	青眼の究極竜	
23995348	青眼の究極竜	
23998625	Ｎｏ.５３ 偽骸神 Ｈｅａｒｔ－ｅａｒｔＨ	
24010609	閃刀機関－マルチロール	 ,cat_Jap,include,閃刀__And,type,include,SPELL
24019092	イグナイト・マスケット	 ,race,==,WARRIOR__And,attribute,==,FIRE
24019261	救急救命	
24025620	ダブル・プロテクター	
24027078	アヴァロンの魔女モルガン	 ,cat_Jap,include,聖剣__And,type,include,EQUIP
24037702	闇の進軍	
24040093	魔轟神グリムロ	 ,cat_Jap,include,魔轟神
24062258	暗躍のドルイド・ドリュース	 ,attribute,==,DARK__And,(,1,.__ ,defense,<,0__.,),1,.
24068492	自業自得	
24073068	剛鬼スープレックス	" ,cat_Jap,include,剛鬼
 ,cat_Jap,include,剛鬼"
24082387	ミステリーサークル	" ,cat_Jap,include,エーリアン
 ,cat_Jap,include,エーリアン"
24094258	ヘビーメタルフォーゼ・エレクトラム	" ,type,include,PENDULUM
 ,type,include,PENDULUM"
24094653	融合	
24096228	二重魔法	 ,type,include,SPELL
24096499	森の聖獣 ヴァレリフォーン	 ,level,<,2__ ,race,==,BEAST
24101897	ゴーストリックの猫娘	 ,level,>,4
24103628	幻影の魔術士	 ,attack,<,1000__ ,cat_Jap,include,HERO
24104865	エーリアン・マザー	
24128274	深海の戦士	
24131534	イグナイト・マグナム	 ,race,==,WARRIOR__And,attribute,==,FIRE
24137081	ドリル・バーニカル	
24140059	不幸を告げる黒猫	
24150026	カラクリ無双 八壱八	
24154052	プロトロン	
24158464	ティンダングル・ジレルス	" ,cat_Jap,include,ティンダングル
 ,type,include,FLIP"
24175232	ネフティスの蒼凰神	 ,cat_Jap,include,ネフティス
24181936	闇味鍋パーティー	
24184846	ＢＫ リベージ・ガードナー	 ,cat_Jap,include,BK
24194033	ドローバ	
24207889	センサー万別	
24212820	幻影騎士団ダーク・ガントレット	" ,cat_Jap,include,ファントム__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,cat_Jap,include,ファントム__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
24218047	破面竜	 ,defense,<,1500__ ,race,==,WYRM
24221739	神殿を守る者	
24221808	メンタルオーバー・デーモン	 ,race,==,PSYCHIC
24224830	墓穴の指名者	 ,type,include,MONSTER
24268052	ガード・ブロック	
24285858	グラディアル・リターン	 ,cat_Jap,include,剣闘獣
24291651	ガンバラナイト	
24294108	燃えさかる大地	
24311372	デビルゾア	
24311595	レスキューロイド	
24317029	墓守の偵察者	 ,attack,<,1500__ ,cat_Jap,include,墓守
24326617	氷帝家臣エッシャー	
24348204	魅惑の怪盗	
24348804	一回休み	 ,type,include,EFFECT
24361622	天球の聖刻印	" ,type,include,MONSTER
 ,race,==,DRAGON"
24362891	突然進化	" ,race,==,REPTILE
 ,cat_Jap,include,エヴォルダー"
24382602	光の霊堂	 ,type,include,NORMAL__And,type,include,MONSTER
24384095	九蛇孔雀	 ,level,<,4__ ,attribute,==,WIND
24413299	Ｔｈｅ ｓｕｐｐｒｅｓｓｉｏｎ ＰＬＵＴＯ	 ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
24419823	マインフィールド	 ,type,include,FIELD
24425055	ブービートラップＥ	
24429467	魔導変換	 ,type,include,SPELL
24432029	ジェネクス・ブラスト	 ,cat_Jap,include,ジェネクス__And,attribute,==,DARK
24433920	振り子刃の拷問機械	
24433921	振り子刃の拷問機械	
24435369	マーメイド・ナイト	
24449083	コート・オブ・ジャスティス	" ,race,==,FAIRY
 ,race,==,FAIRY"
24484270	ジェムナイト・ファントムルーツ	 ,cat_Jap,include,ジェムナイト
24487411	デトネイト・デリーター	
24508238	Ｄ.Ｄ.クロウ	
24521754	百景戦都ゴルディロックス	
24530661	達人キョンシー	
24545464	シンクロン・リフレクト	
24550676	月光舞獅子姫	
24557335	天威龍－シュターナ	
24566654	クリムゾン・ヘルフレア	
24573625	ブンボーグ００８	
24590232	王魂調和	" ,type,include,SYNCHRO
 ,type,include,TUNER
 ,type,not include,TUNER"
24610207	アステル・ドローン	
24611934	ガーゴイル・パワード	
24621460	カラクリ小町 弐弐四	
24623598	ロスト	
24635329	聖なる影 ケイウス	" ,cat_Jap,include,シャドール
 ,cat_Jap,include,シャドール__And,type,include,MONSTER"
24643836	おジャマジック	 ,id,==,code
24644634	ナチュル・ホワイトオーク	 ,level,<,4__ ,cat_Jap,include,ナチュル
24658418	銀河暴竜	" ,cat_Jap,include,ギャラクシー__And,type,not include,TOKEN
 ,cat_Jap,include,ギャラクシー"
24661486	コールド・エンチャンター	
24668830	細菌感染	
24672164	幻奏の華歌聖ブルーム・プリマ	 ,cat_Jap,include,幻奏__And,type,include,MONSTER
24673894	チェンジ・デステニー	
24694698	ナチュル・マロン	" ,type,include,MONSTER__And,cat_Jap,include,ナチュル
 ,cat_Jap,include,ナチュル__And,type,include,MONSTER"
24696097	シューティング・スター・ドラゴン	
24701066	無限起動リヴァーストーム	" ,type,include,MONSTER__And,race,==,MACHINE__And,attribute,==,EARTH
 ,race,==,MACHINE"
24701235	和魂	
24707869	ブライト・フューチャー	 ,race,==,PSYCHIC
24721709	救魔の標	 ,race,==,SPELLCASTER__And,type,include,EFFECT
24725825	エレクトリック・ワーム	 ,race,==,MACHINE
24731391	サイバース・マジシャン	 ,race,==,CYBERSE__And,type,include,MONSTER
24731453	除雪機関車ハッスル・ラッセル	
24799107	ドラゴンメイド・シュトラール	" ,race,==,DRAGON,fc,sumtype,tp__And,level,>,5
 ,cat_Jap,include,ドラゴンメイド__And,level,<,9"
24838456	虚無を呼ぶ呪文	
24842059	リングリボー	" ,level,<,4__ ,race,==,CYBERSE,lc,sumtype,tp
 ,cat_Jap,include,@イグニスター"
24845628	ダストンのモップ	 ,cat_Jap,include,ダストン__And,type,include,MONSTER
24857466	冥王竜ヴァンダルギオン	
24861088	先史遺産ネブラ・ディスク	" ,cat_Jap,include,先史遺産
 ,cat_Jap,include,先史遺産
 ,cat_Jap,not include,先史遺産"
24874630	デビルズ・サンクチュアリ	
24874631	メタルデビル・トークン	
24882256	ファイアフェニックス＠イグニスター	
24903843	バージェストマ・ピカイア	 ,cat_Jap,include,バージェストマ
24907044	魔界劇団－プリティ・ヒロイン	" ,cat_Jap,include,魔界劇団__And,type,include,PENDULUM__And,attack,<,atk
 ,cat_Jap,include,魔界台本__And,type,include,SPELL"
24919805	無頼特急バトレイン	 ,race,==,MACHINE__And,attribute,==,EARTH
24920410	オーバー・レンチ	 ,cat_Jap,include,ゼンマイ
24940422	雪花の光	 ,type,include,MONSTER
24943456	ＴＧ パワー・グラディエイター	
24996659	エレキーウィ	
25005816	鼓舞	
25034083	デコイロイド	
25050038	チェーン・ヒーリング	
25067275	旗鼓堂々	 ,type,include,EQUIP
25090294	ブルーメンブラット	
25109950	アイルの小剣士	
25119460	ＹＺ－キャタピラー・ドラゴン	
25123082	ヒュグロの魔導書	" ,race,==,SPELLCASTER
 ,cat_Jap,include,魔導書__And,type,include,SPELL"
25123713	空牙団の豪傑 ダイナ	
25132288	ライトエンド・ドラゴン	
25140659	未界域調査報告	" ,cat_Jap,include,未界域
 ,cat_Jap,include,未界域__And,type,include,MONSTER"
25148255	ジャンク・アンカー	
25163248	先史遺産マヤン・マシーン	
25163979	星遺物へ誘う悪夢	" ,cat_Jap,include,トロイメア
 ,cat_Jap,include,トロイメア
 ,cat_Jap,include,トロイメア"
25165047	ライフ・ストリーム・ドラゴン	 ,type,include,EQUIP
25166510	転生炎獣Ｂバイソン	" ,type,include,MONSTER__And,cat_Jap,include,サラマングレイト
 ,attribute,==,FIRE"
25171661	インフェルニティ・ドワーフ	
25173686	ストレートフラッシュ	
25200959	サイバース・インテグレーター	 ,race,==,CYBERSE__And,type,include,TUNER
25206027	異界の棘紫竜	 ,type,include,MONSTER
25221249	Ｂ・Ｆ・Ｎ	 ,cat_Jap,include,B・F
25231813	白銀の翼	 ,level,>,8__ ,race,==,DRAGON__And,type,include,SYNCHRO
25236056	レアメタル・ドラゴン	
25244515	妖仙獣 辻斬風	 ,cat_Jap,include,妖仙獣
25247218	ビッグ・ピース・ゴーレム	
25259669	ゴブリンドバーグ	 ,level,<,4
25262697	墓守の暗殺者	
25274141	緊急ダイヤ	" ,race,==,MACHINE
 ,race,==,MACHINE__And,attribute,==,EARTH
 ,race,==,MACHINE"
25280974	魔道化リジョン	 ,type,include,NORMAL__And,race,==,SPELLCASTER
25290459	レベルアップ！	
25334372	九十九スラッシュ	
25339070	堕天使マスティマ	" ,cat_Jap,include,堕天使
 ,cat_Jap,include,堕天使__And,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,."
25341652	交響魔人マエストローク	 ,cat_Jap,include,魔人
25343017	寡黙なるサイコプリースト	 ,race,==,PSYCHIC
25343280	スピリッツ・オブ・ファラオ	 ,type,include,NORMAL__And,level,<,2__And,race,==,ZOMBIE
25345186	ジェノサイド・ウォー	
25366484	Ｅ・ＨＥＲＯ シャイニング・フレア・ウィングマン	
25373678	旋風のボルテクス	 ,level,<,4__ ,race,==,WINGEDBEAST
25377819	召集の聖刻印	 ,cat_Jap,include,聖刻__And,type,include,MONSTER
25397880	ネフティスの語り手	 ,cat_Jap,include,ネフティス
25401880	サイコパス	 ,race,==,PSYCHIC
25407406	剣闘獣の闘器グラディウス	
25407643	魔法族の聖域	" ,type,include,SPELL
 ,race,!=,SPELLCASTER"
25415052	霊魂鳥神－姫孔雀	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,type,include,SPIRIT__And,level,<,4"
25415053	霊魂鳥トークン	" ,(,1,.__ ,type,include,SPELL__Or,type,include,TRAP__.,),1,.
 ,type,include,SPIRIT__And,level,<,4"
25435080	ＢＦ－アンカー	" ,cat_Jap,include,BF
 ,type,include,SYNCHRO"
25451652	堕天使ルシフェル	" ,type,include,EFFECT
 ,cat_Jap,include,堕天使
 ,cat_Jap,include,堕天使
 ,cat_Jap,include,堕天使"
25460258	ダークフレア・ドラゴン	" ,attribute,==,att
 ,race,==,DRAGON"
25472513	天輪の双星道士	 ,type,not include,TUNER
25484449	ゼンマイシャーク	 ,cat_Jap,include,ゼンマイ
25494711	ブンボーグ００９	" ,cat_Jap,include,ブンボーグ
 ,cat_Jap,include,ブンボーグ"
25518020	マシン・デベロッパー	 ,level,<,lv__ ,race,==,MACHINE
25524823	墓守の審神者	 ,cat_Jap,include,墓守
25531465	マジキャット	 ,type,include,SPELL
25533642	オルターガイスト・メリュシーク	 ,cat_Jap,include,オルターガイスト__And,type,include,MONSTER
25542642	幻影霧剣	 ,cat_Jap,include,幻影騎士団
25551951	ブローバック・ドラゴン	
25573054	進化する翼	
25578802	ツーマンセルバトル	 ,type,include,NORMAL
25586143	捕食植物キメラフレシア	" ,level,<,lv
 ,cat_Jap,include,融合／フュージョン__And,type,include,SPELL"
25614410	ＨＥＲＯの遺産	 ,type,include,FUSION
25629622	魔界劇団－ビッグ・スター	" ,cat_Jap,include,魔界台本__And,type,include,SPELL
 ,cat_Jap,include,魔界台本__And,type,include,SPELL"
25642998	ポセイドン・ウェーブ	 ,race,==,FISH
25643346	悪魔嬢マリス	
25652259	クィーンズ・ナイト	
25652655	チェンジ・シンクロン	
25654671	ナチュル・スパイダーファング	
25655502	デビル・ボックス	
25669282	完全燃焼	" ,cat_Jap,include,化合獣
 ,cat_Jap,include,化合獣__And,id,!=,code
 ,type,include,GEMINI"
25682811	ドラグニティナイト－バルーチャ	 ,cat_Jap,include,ドラグニティ__And,race,==,DRAGON
25700114	ダストンローラー	 ,cat_Jap,include,ダストン__And,type,include,MONSTER
25704359	憑依解放	 ,race,==,SPELLCASTER__And,attribute,==,att
25716180	ゼンマイニャンコ	
25726386	メガリス・アラトロン	
25727454	名匠 ガミル	
25733157	閃刀機－イーグルブースター	
25769732	機械改造工場	
25771826	Ａ・Ｏ・Ｊ ガラドホルグ	
25773409	伝説の柔術家	
25774450	死のマジック・ボックス	
25788011	調星師ライズベルト	 ,level,>,1
25789292	禁じられた聖杯	
25793414	ＷＷ－クリスタル・ベル	 ,cat_Jap,include,WW__And,level,<,4
25795273	イルミラージュ	
25796442	儀式の檻	
25800447	フュージョン・オブ・ファイア	
25811989	インフェルノイド・アシュメダイ	 ,cat_Jap,include,インフェルノイド__And,type,include,MONSTER
